age,income,credit_score,employment_type,loan_amount,loan_tenure,emi_to_income_ratio,past_default_history,default_status
60,82728.59012,562,Unemployed,17246.92684,12,0.20844578,0,1
65,54907.57738,637,Contract,20938.60898,48,0.095314868,0,0
56,326825.1975,715,Salaried,48252.91745,60,0.029527188,0,0
46,174814.9875,743,Self-Employed,13042.04327,12,0.074599714,1,0
59,,689,Salaried,33048.35663,12,0.525817366,0,0
43,212645.2748,603,Salaried,107552.4073,60,0.101150932,1,0
52,160297.5869,516,Self-Employed,28038.62131,48,0.04372574,0,1
67,495087.9234,684,Self-Employed,15430.74413,48,0.007791732,1,0
42,92631.96369,582,Salaried,38330.96108,36,0.137914944,1,1
41,211280.494,633,Salaried,16670.7182,60,0.015779754,0,0
30,373400.0706,798,Contract,33554.89915,48,0.022465061,0,0
24,224815.0155,800,Salaried,42910.96569,36,0.063620714,0,0
53,145810.4156,546,Contract,58196.24693,60,0.079817971,0,0
62,128522.3938,663,Contract,59054.13338,24,0.229721134,0,0
37,130816.1795,653,Salaried,129794.1709,48,0.248024109,0,0
18,114111.7976,425,Salaried,11699.27538,36,0.034171299,0,0
25,99659.91204,391,Salaried,28009.14143,24,0.140506693,0,1
63,360726.3132,615,Salaried,93514.77326,12,0.259231609,0,0
33,339129.6467,671,Salaried,55761.91682,12,0.164420729,0,0
31,270905.0206,783,Self-Employed,68664.17463,36,0.084483648,0,0
29,190061.0582,730,Salaried,18589.99506,48,0.024451118,0,0
68,185633.9747,614,Self-Employed,54653.682,24,0.147198672,0,0
40,54424.28544,705,Contract,17519.624,12,0.321837243,0,0
32,265022.7093,677,Self-Employed,23105.84782,48,0.021795115,0,0
45,164208.5221,658,Salaried,24126.78558,12,0.146916995,0,0
51,70412.87759,999,Self-Employed,28555.88778,48,0.10137003,0,0
19,339042.0587,595,Contract,212138.8432,24,0.312839262,0,1
49,145339.0776,504,Contract,66200.24754,48,0.113862671,0,0
40,275071.8073,593,Salaried,37785.80506,60,0.027472213,0,0
39,221336.316,668,Salaried,17191.48282,24,0.038833552,0,0
68,86314.55487,835,Self-Employed,42473.57945,36,0.164003531,0,0
42,274433.4443,603,Salaried,21218.42694,12,0.077313825,0,0
39,101978.5948,707,Salaried,53210.61101,60,0.104344153,1,0
39,50770.16602,779,Contract,132083.7602,24,0.260098713,1,0
66,273792.6042,749,Salaried,44908.13172,24,0.082007627,0,0
69,187266.2277,765,Self-Employed,15607.7881,24,0.041670055,0,0
59,176069.3843,597,Unemployed,47357.17673,48,0.067237626,0,0
23,276344.4094,656,Salaried,93018.90237,36,0.112196786,0,0
32,72930.86316,462,Contract,7813.013905,12,0.107111423,1,0
60,83593.43742,576,Salaried,35872.75474,36,0.14302401,0,0
54,74707.61527,644,Self-Employed,34606.85358,48,0.115789052,0,0
50,116950.2715,742,Salaried,151256.0831,36,0.431068016,0,1
25,205577.734,571,Salaried,29928.82806,24,0.072787749,0,0
61,677968.1715,741,Salaried,11993.91248,48,0.004422663,0,0
61,137334.4208,559,Salaried,43191.16464,60,0.062893761,0,1
22,182484.209,757,Salaried,13593.22463,12,0.07448497,0,0
56,59944.47455,663,Contract,88568.01411,36,0.492401723,0,1
21,110821.6093,637,Salaried,57077.60264,36,0.171661535,0,0
23,38570.28046,560,Salaried,33501.00254,36,0.289433406,0,1
62,802335.0255,885,Salaried,36683.70409,24,0.022860248,0,0
49,43292.57775,598,Salaried,23828.55803,12,0.550254944,0,1
69,113289.3342,657,Salaried,227545.3962,36,0.669440178,0,1
47,147179.9659,722,Salaried,68390.93507,12,0.46463769,1,1
64,561260.5126,333,Self-Employed,35931.87674,60,0.012803719,0,0
52,190362.0884,669,Self-Employed,53660.99044,36,0.093957098,0,0
57,60884.59538,632,Self-Employed,79371.54149,36,0.43446075,0,1
69,131755.8547,999,Salaried,12719.68582,60,0.019306205,0,0
33,,587,Self-Employed,21669.41408,24,0.063784942,0,0
30,103584.7988,617,Contract,70956.18448,60,0.136985284,0,0
67,96799.0631,626,Salaried,23713.03636,24,0.122470695,0,0
59,91995.37123,767,Salaried,18542.53141,24,0.100766554,0,0
47,93868.99972,683,Unemployed,64521.36726,60,0.137453516,0,0
36,84807.9739,532,Salaried,36253.82361,36,0.14247361,0,0
34,86910.48571,755,Unemployed,16825.72794,12,0.193571638,0,0
36,127886.933,459,Salaried,53801.38844,12,0.420655491,1,1
45,271965.524,575,Contract,15755.05214,60,0.011585555,0,0
43,65999.96876,623,Salaried,26205.90753,24,0.198493607,0,0
54,91131.7728,720,Self-Employed,86009.40161,36,0.31455578,0,0
43,167182.8362,999,Contract,73892.46734,36,0.147318081,0,0
40,231804.1079,611,Salaried,27461.2105,48,0.029615296,0,0
26,453334.3823,583,Contract,61390.08711,12,0.135415412,0,0
29,263256.1953,857,Self-Employed,27300.84348,48,0.025924935,0,0
18,179025.3937,807,Self-Employed,204856.9509,60,0.228842642,1,1
18,157345.7997,727,Contract,64222.93774,24,0.204066585,0,0
64,147175.1072,667,Salaried,6671.878143,60,0.009065846,0,0
51,71020.22367,711,Salaried,76201.72699,12,1.072776876,0,1
49,211460.6754,678,Self-Employed,79023.09016,12,0.373679909,0,0
65,118224.2295,643,Salaried,9660.575194,60,0.016341142,0,0
42,178394.5536,695,Salaried,37113.75798,48,0.052007279,0,0
57,83411.31718,802,Contract,114662.8827,48,0.343617608,1,1
62,150312.9151,603,Salaried,33126.75518,12,0.220367696,0,0
18,83792.23762,647,Contract,77485.98157,24,0.462303481,0,1
33,232920.3873,711,Self-Employed,16252.24191,48,0.017443089,0,0
56,133885.0326,760,Salaried,43833.69909,36,0.109122904,1,0
22,181335.1212,548,Salaried,157505.4323,48,0.217132524,0,1
39,117923.4324,621,Contract,51862.02762,48,0.109937333,1,1
46,259371.9968,520,Salaried,117650.4972,36,0.151192182,0,0
20,,554,Contract,19012.33372,60,0.018489115,0,0
29,89207.38232,559,Salaried,75686.49021,60,0.169663784,0,0
43,84361.57384,662,Salaried,93158.20792,48,0.276028985,1,1
33,294499.6259,630,Self-Employed,48776.81996,12,0.165619336,0,0
68,32179.75107,747,Self-Employed,42284.60213,12,1.313522897,0,1
54,420222.1853,575,Salaried,17240.55317,48,0.010256515,0,0
39,96332.39941,670,Salaried,12925.02716,36,0.04471814,0,0
46,251854.6607,806,Salaried,119529.1793,48,0.118643312,0,0
31,208192.7682,651,Salaried,54877.10393,48,0.065893188,0,0
45,124145.5592,513,Salaried,32595.92626,24,0.131268392,0,0
22,197910.921,670,Salaried,132058.6451,24,0.333611298,0,0
64,167070.6098,845,Salaried,38958.68906,60,0.046634044,0,0
66,273626.8897,506,Contract,241652.4255,48,0.220776756,0,1
47,93287.33547,660,Contract,73546.91745,60,0.157657966,0,0
63,255525.9679,628,Unemployed,5380.521101,36,0.007018554,0,0
69,41275.22317,723,Self-Employed,27960.36061,24,0.338607909,1,1
22,241335.9617,533,Contract,150474.0125,12,0.62347331,0,1
29,160004.2695,691,Salaried,180412.9686,60,0.045098656,0,0
33,222702.8616,523,Salaried,59214.15503,24,0.132937144,0,0
43,243926.6603,785,Self-Employed,53817.69202,60,0.044123955,0,0
43,443187.0284,638,Self-Employed,13953.71702,48,0.007871022,0,0
65,173935.8989,731,Salaried,45567.93354,12,0.261963116,1,0
38,86861.43814,693,Salaried,13726.81677,24,0.079004682,0,0
56,567506.025,568,Salaried,96310.12347,24,0.084852039,1,0
53,205429.688,613,Unemployed,61926.00441,60,0.060285724,1,0
50,292304.752,502,Salaried,29545.95142,12,0.101075122,0,0
47,121887.1776,644,Contract,9113.320328,24,0.037380565,1,0
54,121106.3306,537,Contract,25495.19747,48,0.052624564,1,1
40,176075.2922,686,Contract,36972.69603,48,0.052491999,0,0
27,237157.1344,691,Salaried,22830.04986,48,0.024065157,0,0
22,197075.1278,491,Self-Employed,59817.39514,24,0.151753683,0,0
53,81046.58346,789,Salaried,52101.69738,60,0.12855319,0,0
51,471697.0439,999,Salaried,29881.12187,12,0.06334651,0,0
69,70592.66542,696,Salaried,95670.23992,48,0.338753251,0,1
48,204931.8737,617,Salaried,41714.36324,12,0.203540425,0,0
27,165602.3483,571,Salaried,19182.29498,12,0.115825079,1,1
36,954632.2343,479,Salaried,56085.77225,36,0.019583481,0,0
49,120093.9268,999,Salaried,20833.92096,36,0.057820963,0,0
18,68989.91317,749,Salaried,33846.07669,24,0.245254625,0,0
22,256583.3469,790,Self-Employed,18907.87528,60,0.014737504,0,0
62,114508.5806,540,Salaried,72760.56107,12,0.635349216,0,1
21,342735.4124,622,Salaried,56263.8045,12,0.164155301,0,0
33,300473.1958,721,Salaried,16749.99418,12,0.055743159,0,0
41,266842.4892,663,Self-Employed,24083.77109,24,0.045125287,0,0
33,94476.7805,736,Salaried,51693.27118,48,0.136770924,0,0
19,298157.6261,763,Salaried,26050.97674,36,0.029123218,0,0
66,817281.7411,672,Salaried,7129.703507,36,0.00290785,0,0
45,124766.2212,709,Salaried,110488.9956,12,0.885483016,0,1
49,141845.381,466,Self-Employed,27815.64269,48,0.049020436,1,1
44,147458.3423,547,Salaried,8710.293573,24,0.029532357,1,1
37,131637.8017,621,Salaried,45380.70357,24,0.172353862,0,0
41,179163.2316,840,Salaried,56633.08814,12,0.316076545,0,0
29,165087.7126,732,Salaried,50045.2182,24,0.151560585,0,0
67,156259.2511,679,Contract,121364.6635,24,0.38831411,0,0
52,87428.01253,725,Contract,70878.36382,24,0.405297082,1,1
50,374455.5342,630,Contract,19961.79494,60,0.010661429,0,0
50,211589.3929,708,Salaried,40082.69528,24,0.09471274,0,0
68,320907.6234,514,Salaried,99652.11585,12,0.310520481,1,1
60,247287.5694,685,Salaried,38518.2411,48,0.038938848,0,0
54,25333.6914,674,Salaried,35467.98788,36,0.466456505,0,1
29,306500.527,516,Self-Employed,29364.6079,24,0.047901155,0,0
20,287165.9418,615,Salaried,56126.53859,48,0.048860419,0,0
18,192561.9764,681,Self-Employed,30139.25798,24,0.078253715,0,0
50,743620.036,670,Contract,29593.68013,24,0.019898067,0,0
57,338268.2821,594,Salaried,60801.00188,48,0.044933894,1,0
27,329628.7239,848,Self-Employed,52029.75057,12,0.157837751,0,0
60,49534.43341,665,Salaried,115796.4781,60,0.46742609,0,1
61,416962.4869,797,Salaried,37767.80539,48,0.022643955,0,0
46,,695,Salaried,35078.22276,36,0.04470808,0,0
30,63670.14417,634,Unemployed,24339.45199,12,0.382202143,0,0
29,203611.8682,769,Salaried,13725.79664,24,0.033703801,0,0
48,49920.74185,792,Salaried,16752.19445,36,0.111831728,0,0
63,,745,Salaried,64572.49179,60,0.049146663,1,0
19,184807.868,725,Salaried,156610.5315,36,0.282456162,0,0
68,107079.9237,604,Self-Employed,75028.02686,60,0.140118926,0,0
67,266698.4076,701,Salaried,76134.32028,60,0.057091376,0,0
52,95800.74009,596,Unemployed,30965.03013,48,0.080795701,0,1
40,177036.6713,724,Unemployed,53009.40518,60,0.059881167,0,0
34,353290.1564,776,Salaried,167203.8558,12,0.473260219,0,0
43,128243.2807,707,Self-Employed,46019.63297,60,0.071762555,0,0
25,83683.7996,594,Contract,38335.8083,60,0.091607484,0,0
46,349369.2125,616,Unemployed,17745.23131,60,0.010158091,0,0
43,175906.9235,653,Salaried,42343.95113,24,0.120350757,0,0
27,663631.4034,714,Salaried,58388.06598,36,0.029327028,0,0
43,234006.3818,600,Salaried,30426.64597,24,0.065009094,0,0
51,277645.0374,558,Salaried,89967.74567,12,0.324024727,1,1
68,209915.4577,643,Salaried,14568.22713,12,0.069396482,0,0
58,240314.6644,692,Salaried,31031.46231,12,0.129122011,0,0
24,249308.607,601,Self-Employed,57168.80976,60,0.045859675,0,0
21,261643.9689,571,Contract,32364.11183,24,0.06184478,0,0
67,74445.94321,801,Salaried,76849.82162,36,0.344041295,0,1
62,89217.62994,665,Self-Employed,45707.07515,12,0.512241003,0,0
28,258626.9712,735,Salaried,25043.41463,12,0.096827692,0,0
46,173683.2136,636,Salaried,26846.67121,12,0.154561952,0,0
53,95388.13814,630,Contract,35284.42489,48,0.092464292,1,0
42,200925.0543,550,Salaried,79591.15072,60,0.079219984,1,1
38,503605.2224,784,Salaried,199601.572,36,0.132111958,0,0
53,186074.4459,671,Salaried,56493.44122,36,0.101195694,0,0
27,218678.6524,728,Salaried,76762.35071,36,0.117002944,0,0
54,223659.1415,680,Salaried,107569.7288,24,0.048092806,0,0
26,106165.1058,745,Self-Employed,54065.17812,12,0.509198077,0,0
41,157083.2308,490,Unemployed,209106.608,12,1.331081834,0,1
52,37714.65892,718,Salaried,73277.31563,48,0.485580474,0,1
66,84039.1039,727,Contract,46104.32892,60,0.109705469,0,0
52,154035.8956,569,Self-Employed,135565.7682,60,0.1760047,0,1
65,70674.20025,630,Self-Employed,47814.61463,36,0.225478309,0,0
53,160452.9285,610,Salaried,24604.37257,48,0.038332944,0,0
35,132279.5369,723,Self-Employed,70285.38648,48,0.132822908,0,0
66,411060.6458,575,Salaried,4590.41306,60,0.002233383,0,0
56,670810.8755,800,Salaried,43168.01468,12,0.064350839,0,0
49,156502.125,640,Self-Employed,60677.9169,12,0.387683328,0,0
41,211892.4042,740,Unemployed,40796.01869,12,0.192520863,0,0
40,379630.7313,542,Self-Employed,69653.80533,48,0.045867996,0,0
49,162132.4849,764,Contract,8450.826815,60,0.010423823,0,0
54,218491.1888,652,Self-Employed,10756.94634,24,0.024615079,0,0
29,61358.48531,732,Contract,49284.10993,12,0.803058827,0,1
66,233641.1178,571,Salaried,27396.49358,36,0.039084283,0,0
30,397798.8601,630,Contract,45335.73178,36,0.037987677,0,0
40,74423.46852,572,Self-Employed,41753.22952,48,0.140232977,0,1
42,50942.97703,634,Salaried,39881.27857,24,0.391338402,0,0
52,402604.3249,651,Contract,90643.61533,60,0.045027293,0,0
58,130400.0545,645,Salaried,24380.99906,60,0.037390714,0,0
47,94237.38779,612,Self-Employed,30037.96088,12,0.318707225,0,0
34,174168.2645,617,Salaried,51278.80115,60,0.058880151,0,0
66,111020.5561,670,Self-Employed,58316.81981,48,0.131305677,0,0
37,78860.71873,673,Salaried,75423.02345,60,0.191252501,0,0
65,55977.92185,552,Salaried,24633.60266,24,0.21998247,0,1
42,575459.0957,728,Salaried,53152.40848,60,0.01847266,0,0
39,522616.936,643,Salaried,36162.19516,48,0.017298217,0,0
30,136704.1443,721,Self-Employed,35594.08754,24,0.130175144,0,0
36,1017162.587,650,Salaried,14167.11916,12,0.013927913,0,0
66,412469.4668,743,Self-Employed,49655.03616,36,0.040127085,0,0
53,157253.5766,714,Self-Employed,22278.56456,36,0.047220685,1,0
29,797436.4897,793,Contract,16630.42573,24,0.010427273,0,0
58,38907.66726,572,Salaried,120318.5401,36,1.030486201,1,1
36,140660.8942,648,Salaried,6828.347631,60,0.009708121,0,0
29,557931.6302,674,Self-Employed,6643.798419,36,0.003969217,1,0
26,128215.6005,752,Contract,8291.45318,36,0.021554,0,0
24,370117.7964,864,Salaried,29532.27545,60,0.015957794,0,0
45,81917.73099,528,Contract,45355.06238,12,0.553584905,0,1
31,102451.2049,757,Self-Employed,37477.63876,12,0.365766802,0,0
48,213585.3731,509,Salaried,36304.90143,48,0.042492214,0,0
69,258690.895,532,Salaried,34594.11892,36,0.044573807,0,0
36,188338.9528,685,Contract,10957.64914,12,0.058176765,0,0
64,121863.5082,680,Contract,20934.77944,24,0.085885917,0,0
33,84920.83065,602,Unemployed,43642.87503,36,0.171283883,0,1
22,851168.7912,821,Salaried,27246.64888,12,0.032010413,0,0
52,207997.6283,695,Salaried,17842.78623,60,0.017155731,0,0
29,352945.1366,682,Salaried,70448.54149,24,0.099797588,0,0
42,325087.9488,769,Unemployed,24261.17141,48,0.018656702,0,0
69,116911.1866,611,Salaried,23207.58822,24,0.099242883,0,0
38,168583.3678,742,Salaried,102353.5006,48,0.030354778,0,0
53,95010.67967,746,Salaried,66522.49802,36,0.233356564,1,1
40,279033.4065,576,Contract,32728.9639,48,0.029322256,0,0
33,145864.9337,741,Salaried,22502.76796,48,0.038564644,0,0
56,508836.4692,649,Unemployed,63314.80461,12,0.124427621,0,0
62,52801.51262,656,Contract,56977.17061,60,0.215767397,0,0
59,231600.4454,730,Salaried,78960.89145,36,0.113639391,1,0
56,967919.7087,844,Self-Employed,207652.1669,48,0.010726592,1,0
31,,651,Contract,21904.59784,60,0.044908626,0,0
48,182307.0759,999,Salaried,9765.546341,48,0.013390736,0,0
22,127482.8488,569,Contract,25438.14855,60,0.03990459,0,0
52,305232.793,683,Salaried,82613.73097,24,0.135323735,0,0
40,40116.40038,623,Salaried,30828.23369,48,0.192059946,0,0
46,70183.40986,660,Salaried,49219.37447,36,0.233725513,1,1
60,81401.81586,788,Self-Employed,24269.57913,12,0.298101482,0,0
28,301796.3813,641,Self-Employed,14023.28788,12,0.04646421,0,0
35,143569.875,609,Salaried,18980.12379,36,0.044063416,0,0
64,104364.7295,863,Self-Employed,7906.060389,24,0.037872716,0,0
29,216843.7163,729,Salaried,81936.43868,60,0.0755677,0,0
26,190524.918,687,Salaried,46284.17337,36,0.080971488,1,0
27,142100.1545,661,Salaried,93584.75243,24,0.329263717,1,1
61,114958.5012,595,Contract,35349.6998,12,0.307467563,0,0
34,,999,Salaried,35439.79933,24,0.204974536,1,0
55,442402.0008,775,Salaried,80179.54397,12,0.181231932,0,0
24,463809.0484,632,Contract,99274.13165,60,0.042807083,0,0
63,65011.57036,732,Salaried,37847.16061,48,0.145513236,0,0
30,123990.5354,510,Salaried,54878.49759,48,0.11063987,0,0
57,223531.777,773,Salaried,30467.47759,12,0.136293114,0,0
59,86723.11392,617,Salaried,23545.6736,48,0.067866613,0,0
26,273867.4152,725,Contract,26859.73396,24,0.049035693,0,0
67,189665.3453,695,Salaried,12792.41737,12,0.067443043,0,0
44,,624,Self-Employed,103559.3327,12,0.354954702,0,0
19,,879,Salaried,145027.4928,48,0.043947195,0,0
22,50614.21025,700,Salaried,39452.81032,24,0.389648071,0,1
46,453750.6003,858,Salaried,28683.89243,60,0.012642687,0,0
54,112839.6091,765,Salaried,50419.6167,60,0.089355601,1,0
55,266499.3751,672,Salaried,47624.58702,12,0.178696264,0,0
36,241237.8472,474,Self-Employed,148282.7745,60,0.122928803,0,1
25,438240.4693,776,Self-Employed,21241.71135,36,0.016156373,0,0
65,175493.7946,518,Contract,21327.81802,36,0.040507339,0,0
62,94645.91123,535,Salaried,43610.58186,48,0.115179443,1,1
18,199473.1022,809,Self-Employed,30191.55951,24,0.07567372,0,0
39,547509.5694,450,Self-Employed,26549.50364,12,0.048490334,0,0
69,214912.264,565,Salaried,20322.46888,24,0.04727821,1,0
34,112776.2385,765,Salaried,28393.91685,48,0.062936343,0,0
24,151036.0338,594,Self-Employed,18980.96656,60,0.025132358,0,0
42,200683.6475,583,Self-Employed,167152.9993,36,0.277622694,0,1
62,182764.4306,519,Contract,30238.06579,36,0.055145815,0,0
21,165978.5236,647,Unemployed,36891.19335,60,0.044449758,1,0
53,334966.0711,597,Salaried,28048.26868,24,0.041865828,1,1
23,695082.6227,639,Self-Employed,66274.92506,48,0.023836656,0,0
48,327617.9347,719,Self-Employed,58755.44511,12,0.179334789,0,0
36,260586.5603,660,Self-Employed,56389.25536,36,0.072127868,0,0
61,347312.1281,744,Salaried,34928.66258,12,0.100565034,0,0
56,264967.541,578,Self-Employed,22879.01137,12,0.086342558,0,0
44,186571.3128,658,Self-Employed,14019.6978,60,0.015027815,0,0
27,,817,Self-Employed,32007.39826,48,0.071210793,0,0
43,112345.544,802,Salaried,10433.32016,36,0.030952736,0,0
36,167109.4909,695,Contract,23915.29469,60,0.028620251,0,0
56,206828.7466,535,Contract,35842.30426,36,0.057761514,0,0
20,373944.1786,655,Salaried,100908.7673,48,0.067460289,0,0
62,156459.3654,641,Salaried,27007.90017,12,0.172606023,0,0
30,,718,Salaried,16239.67145,12,0.12297893,0,0
67,204063.4945,900,Salaried,21854.6167,24,0.053545421,0,0
45,227593.9875,618,Self-Employed,36576.20024,36,0.053566547,0,0
37,112340.6596,672,Self-Employed,40854.23938,12,0.363625031,0,0
45,101946.5803,470,Salaried,16328.826,12,0.160151563,1,1
25,264662.9502,565,Salaried,115944.2283,36,0.146020906,1,1
58,154771.4841,735,Self-Employed,15451.26775,36,0.033275014,0,0
56,385005.7738,551,Salaried,14046.79036,36,0.012161162,0,0
18,204870.9531,465,Salaried,17569.33571,24,0.042876519,0,0
20,160456.7928,859,Self-Employed,79617.05503,12,0.496152888,0,0
30,73900.1382,676,Salaried,12367.49096,36,0.055775642,0,0
45,169701.6609,643,Salaried,49435.40843,36,0.097095716,0,0
66,84816.04904,597,Unemployed,15532.07951,60,0.03662015,1,1
42,68767.28061,654,Salaried,3715.984581,60,0.010805535,0,0
50,485648.4953,676,Contract,154901.2486,12,0.063789931,1,0
55,119995.6065,730,Salaried,11287.34414,24,0.04702762,0,0
23,314964.0063,599,Self-Employed,28230.67244,24,0.044814005,0,0
61,77679.69927,587,Salaried,34634.34045,60,0.089158406,1,1
62,102549.7672,567,Salaried,40402.50511,60,0.078786679,0,0
49,96309.03345,681,Self-Employed,24880.23728,60,0.051661068,0,0
62,272575.1735,740,Self-Employed,44880.21628,48,0.041161343,0,0
